id,label
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,0
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,0
1076,1
1077,1
1078,1
1079,1
1080,0
1081,0
1082,0
1083,0
1084,0
1085,1
1086,1
1087,0
1088,0
1089,1
1090,1
1091,1
1092,0
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,0
1102,0
1103,1
1104,1
1105,1
1106,1
1107,1
1108,0
1109,1
1110,1
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,1
1118,0
1119,0
1120,0
1121,0
1122,0
1123,1
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,0
1146,0
1147,0
1148,0
1149,1
1150,0
1151,0
1152,0
1153,1
1154,1
1155,1
1156,0
1157,0
1158,1
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,0
1170,1
1171,0
1172,1
1173,1
1174,1
1175,1
1176,0
1177,0
1178,0
1179,0
1180,1
1181,0
1182,0
1183,0
1184,0
1185,0
1186,1
1187,0
1188,0
1189,1
1190,1
1191,1
1192,0
1193,0
1194,1
1195,1
1196,0
1197,0
1198,0
1199,0
1200,0
1201,1
1202,0
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,0
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,0
1217,0
1218,0
1219,1
1220,0
1221,0
1222,1
1223,1
1224,1
1225,1
1226,0
1227,1
1228,1
1229,1
1230,1
1231,0
1232,0
1233,0
1234,1
1235,1
1236,0
1237,1
1238,0
1239,1
1240,0
1241,1
1242,1
1243,1
1244,1
1245,0
1246,1
1247,1
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,1
1255,0
1256,0
1257,0
1258,0
1259,0
1260,1
1261,1
1262,0
1263,1
1264,0
1265,1
1266,0
1267,0
1268,0
1269,1
1270,1
1271,0
1272,1
1273,1
1274,1
1275,1
1276,1
1277,0
1278,0
1279,1
1280,0
1281,1
1282,1
1283,1
1284,1
1285,1
1286,0
1287,0
1288,0
1289,0
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,1
1298,1
1299,1
1300,1
1301,0
1302,0
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,0
1314,1
1315,0
1316,1
1317,0
1318,0
1319,0
1320,1
1321,0
1322,0
1323,1
1324,1
1325,0
1326,0
1327,0
1328,0
1329,1
1330,1
1331,1
1332,1
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,1
1340,1
1341,1
1342,1
1343,0
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1356,0
1357,0
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,1
1383,1
1384,1
1385,0
1386,0
1387,0
1388,1
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,1
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,1
1405,1
1406,0
1407,1
1408,1
1409,1
1410,1
1411,0
1412,1
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1426,0
1427,0
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,0
1435,1
1436,1
1437,1
1438,1
1439,1
1440,1
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,1
1461,1
1462,1
1463,1
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,1
1472,0
1473,1
1474,1
1475,0
1476,0
1477,0
1478,0
1479,1
1480,1
1481,1
1482,1
1483,0
1484,1
1485,0
1486,0
1487,1
1488,1
1489,0
1490,1
1491,1
1492,1
1493,1
1494,1
1495,0
1496,0
1497,0
1498,0
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,1
1507,0
1508,1
1509,1
1510,1
1511,1
1512,1
1513,1
1514,0
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,0
1522,0
1523,0
1524,0
1525,1
1526,0
1527,0
1528,0
1529,0
1530,1
1531,1
1532,1
1533,0
1534,0
1535,1
1536,0
1537,0
1538,0
1539,0
1540,0
1541,1
1542,0
1543,0
1544,0
1545,0
1546,1
1547,1
1548,1
1549,1
1550,0
1551,0
1552,1
1553,0
1554,1
1555,1
1556,1
1557,0
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,0
1567,0
1568,1
1569,1
1570,1
1571,1
1572,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,1
1591,0
1592,0
1593,1
1594,1
1595,0
1596,1
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,1
1605,1
1606,0
1607,1
1608,0
1609,1
1610,0
1611,0
1612,0
1613,0
1614,1
1615,1
1616,1
1617,0
1618,0
1619,0
1620,1
1621,1
1622,1
1623,1
1624,0
1625,1
1626,0
1627,0
1628,1
1629,0
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1648,1
1649,1
1650,1
1651,1
1652,1
1653,1
1654,0
1655,0
1656,1
1657,1
1658,1
1659,0
1660,1
1661,1
1662,1
1663,1
1664,1
1665,0
1666,0
1667,0
1668,1
1669,1
1670,1
1671,0
1672,0
1673,1
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,1
1682,1
1683,1
1684,1
1685,1
1686,0
1687,1
1688,1
1689,1
1690,1
1691,0
1692,1
1693,1
1694,1
1695,0
1696,1
1697,0
1698,0
1699,0
1700,0
1701,1
1702,1
1703,0
1704,0
1705,0
1706,1
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,1
1714,1
1715,1
1716,1
1717,1
1718,1
1719,1
1720,0
1721,0
1722,1
1723,1
1724,0
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,1
1732,0
1733,0
1734,0
1735,0
1736,1
1737,1
1738,1
1739,1
1740,1
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,1
1750,1
1751,1
1752,1
1753,0
1754,1
1755,0
1756,1
1757,1
1758,1
1759,0
1760,1
1761,1
1762,1
1763,1
1764,0
1765,1
1766,0
1767,1
1768,1
1769,1
1770,1
1771,1
1772,1
1773,1
1774,0
1775,1
1776,0
1777,0
1778,1
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,0
1788,0
1789,0
1790,1
1791,1
1792,1
1793,1
1794,0
1795,1
1796,0
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1804,1
1805,1
1806,1
1807,0
1808,1
1809,1
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,1
1818,1
1819,1
1820,1
1821,1
1822,0
1823,1
1824,0
1825,1
1826,1
1827,1
1828,0
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,1
1840,1
1841,1
1842,0
1843,1
1844,1
1845,0
1846,0
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,1
1860,1
1861,1
1862,1
1863,0
1864,0
1865,0
1866,1
1867,0
1868,1
1869,1
1870,0
1871,1
1872,0
1873,0
1874,0
1875,1
1876,1
1877,1
1878,1
1879,0
1880,1
1881,0
1882,0
1883,0
1884,0
1885,1
1886,0
1887,1
1888,1
1889,1
1890,1
1891,0
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,0
1902,1
1903,1
1904,1
1905,1
1906,1
1907,1
1908,0
1909,0
1910,0
1911,0
1912,0
1913,1
1914,0
1915,0
1916,0
1917,1
1918,1
1919,1
1920,1
1921,0
1922,0
1923,1
1924,1
1925,1
1926,0
1927,1
1928,1
1929,0
1930,1
1931,1
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,1
1946,1
1947,0
1948,0
1949,1
1950,1
1951,1
1952,1
1953,1
1954,1
1955,1
1956,0
1957,0
1958,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,0
1967,1
1968,0
1969,0
1970,0
1971,1
1972,1
1973,0
1974,1
1975,1
1976,1
1977,0
1978,0
1979,1
1980,0
1981,1
1982,0
1983,0
1984,0
1985,1
1986,1
1987,1
1988,1
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,1
1996,1
1997,0
1998,1
1999,1
2000,1
2001,0
2002,1
2003,1
2004,0
2005,0
2006,0
2007,0
2008,1
2009,0
2010,0
2011,0
2012,1
2013,1
2014,0
2015,1
2016,0
2017,0
2018,1
2019,0
2020,0
2021,0
2022,0
2023,1
2024,0
2025,0
2026,1
2027,1
2028,1
2029,1
2030,1
2031,0
2032,0
2033,0
2034,0
2035,1
2036,1
2037,0
2038,0
2039,0
2040,0
2041,1
2042,1
2043,0
2044,1
2045,1
2046,1
2047,1
2048,1
2049,1
2050,1
2051,0
2052,0
2053,1
2054,1
2055,1
2056,1
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,1
2065,1
2066,1
2067,1
2068,1
2069,1
2070,0
2071,1
2072,1
2073,0
2074,0
2075,1
2076,0
2077,0
2078,1
2079,0
2080,0
2081,0
2082,0
2083,0
2084,0
2085,0
2086,0
2087,1
2088,0
2089,1
2090,1
2091,1
2092,1
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,0
2100,0
2101,1
2102,0
2103,1
2104,1
2105,1
2106,1
2107,0
2108,0
2109,0
2110,0
2111,1
2112,1
2113,1
2114,1
2115,1
2116,1
2117,1
2118,1
2119,1
2120,1
2121,0
2122,1
2123,1
2124,1
2125,1
2126,1
2127,0
2128,0
2129,1
2130,0
2131,0
2132,1
2133,0
2134,0
2135,1
2136,1
2137,1
2138,1
2139,0
2140,0
2141,0
2142,0
2143,0
2144,1
2145,1
2146,0
2147,1
2148,0
2149,0
2150,0
2151,0
2152,0
2153,0
2154,0
2155,0
2156,1
2157,1
2158,1
2159,1
2160,1
2161,1
2162,1
2163,1
2164,1
2165,0
2166,0
2167,1
2168,0
2169,0
2170,1
2171,1
2172,1
2173,1
2174,1
2175,0
2176,1
2177,1
2178,1
2179,1
2180,0
2181,1
2182,1
2183,1
2184,1
2185,0
2186,1
2187,1
2188,1
2189,0
2190,0
2191,1
2192,0
2193,1
2194,1
2195,1
2196,1
2197,0
2198,1
2199,0
2200,0
2201,0
2202,0
2203,1
2204,0
2205,1
2206,1
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,1
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,1
2226,1
2227,1
2228,1
2229,1
2230,1
2231,1
2232,1
2233,1
2234,1
2235,0
2236,1
2237,0
2238,0
2239,1
2240,0
2241,1
2242,1
2243,1
2244,1
2245,1
2246,1
2247,1
2248,1
2249,0
2250,1
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2257,1
2258,1
2259,0
2260,1
2261,0
2262,0
2263,0
2264,1
2265,0
2266,0
2267,1
2268,1
2269,0
2270,1
2271,0
2272,1
2273,0
2274,0
2275,1
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,1
2283,0
2284,0
2285,1
2286,0
2287,1
2288,0
2289,1
2290,0
2291,0
2292,1
2293,1
2294,1
2295,1
2296,0
2297,0
2298,1
2299,1
2300,1
2301,1
2302,1
2303,1
2304,0
2305,0
2306,1
2307,1
2308,1
2309,0
2310,1
2311,1
2312,0
2313,0
2314,1
2315,1
2316,1
2317,0
2318,0
2319,1
2320,1
2321,1
2322,0
2323,1
2324,1
2325,1
2326,0
2327,0
2328,0
2329,1
2330,1
2331,1
2332,0
2333,0
2334,0
2335,1
2336,0
2337,1
2338,0
2339,1
2340,1
2341,1
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,1
2349,1
2350,1
2351,1
2352,0
2353,0
2354,1
2355,1
2356,1
2357,0
2358,1
2359,0
2360,0
2361,0
2362,0
2363,1
2364,1
2365,0
2366,0
2367,1
2368,0
2369,1
2370,1
2371,0
2372,1
2373,0
2374,0
2375,1
2376,1
2377,0
2378,1
2379,1
2380,1
2381,1
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,1
2390,0
2391,0
2392,1
2393,1
2394,1
2395,0
2396,0
2397,0
2398,1
2399,1
2400,1
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0
2407,1
2408,1
2409,1
2410,1
2411,1
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,1
2424,1
2425,1
2426,0
2427,1
2428,0
2429,0
2430,0
2431,1
2432,0
2433,0
2434,0
2435,0
2436,1
2437,0
2438,0
2439,1
2440,1
2441,1
2442,1
2443,0
2444,1
2445,1
2446,1
2447,1
2448,0
2449,0
2450,0
2451,0
2452,1
2453,1
2454,1
2455,1
2456,0
2457,1
2458,1
2459,0
2460,0
2461,0
2462,0
2463,1
2464,0
2465,0
2466,1
2467,1
2468,0
2469,1
2470,0
2471,1
2472,1
2473,0
2474,0
2475,1
2476,0
2477,0
2478,1
2479,1
2480,1
2481,0
2482,1
2483,0
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,1
2493,0
2494,0
2495,1
2496,0
2497,0
2498,0
2499,1
2500,1
2501,1
2502,0
2503,0
2504,0
2505,0
2506,0
2507,0
2508,1
2509,1
2510,1
2511,1
2512,0
2513,0
2514,1
2515,1
2516,0
2517,0
2518,0
2519,0
2520,0
2521,1
2522,1
2523,0
2524,1
2525,0
2526,1
2527,1
2528,0
2529,0
2530,0
2531,0
2532,1
2533,1
2534,0
2535,0
2536,1
2537,0
2538,0
2539,1
2540,0
2541,0
2542,0
2543,0
2544,1
2545,1
2546,1
2547,1
2548,0
2549,0
2550,0
2551,1
2552,1
2553,1
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,0
2561,0
2562,1
2563,0
2564,1
2565,1
2566,0
2567,0
2568,1
2569,1
2570,0
2571,0
2572,0
2573,0
2574,1
2575,1
2576,0
2577,0
2578,0
2579,1
2580,1
2581,0
2582,0
2583,0
2584,0
2585,1
2586,0
2587,1
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,1
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,0
2614,1
2615,0
2616,1
2617,0
2618,0
2619,1
2620,1
2621,0
2622,0
2623,0
2624,0
2625,0
2626,1
2627,0
2628,0
2629,0
2630,1
2631,1
2632,0
2633,0
2634,0
2635,0
2636,0
2637,1
2638,1
2639,0
2640,0
2641,0
2642,1
2643,0
2644,0
2645,0
2646,1
2647,1
2648,1
2649,0
2650,0
2651,0
2652,0
2653,0
2654,1
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,1
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,1
2678,1
2679,1
2680,0
2681,1
2682,1
2683,1
2684,0
2685,0
2686,1
2687,1
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,1
2700,0
2701,0
2702,0
2703,1
2704,0
2705,0
2706,0
2707,1
2708,0
2709,0
2710,0
2711,1
2712,1
2713,0
2714,0
2715,1
2716,1
2717,1
2718,1
2719,1
2720,0
2721,0
2722,0
2723,1
2724,1
2725,0
2726,0
2727,0
2728,1
2729,0
2730,0
2731,1
2732,1
2733,1
2734,0
2735,0
2736,0
2737,0
2738,0
2739,1
2740,0
2741,0
2742,0
2743,1
2744,1
2745,1
2746,1
2747,0
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,1
2755,1
2756,1
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,1
2766,0
2767,0
2768,1
2769,0
2770,0
2771,1
2772,1
2773,0
2774,0
2775,1
2776,0
2777,0
2778,0
2779,0
2780,1
2781,1
2782,0
2783,0
2784,0
2785,0
2786,0
2787,1
2788,0
2789,0
2790,0
2791,0
2792,1
2793,0
2794,0
2795,0
2796,1
2797,0
2798,0
2799,0
2800,1
2801,0
2802,1
2803,1
2804,1
2805,1
2806,0
2807,0
2808,0
2809,0
2810,1
2811,0
2812,1
2813,0
2814,1
2815,1
2816,0
2817,0
2818,0
2819,1
2820,1
2821,1
2822,1
2823,1
2824,1
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,0
2835,1
2836,1
2837,1
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,1
2846,0
2847,0
2848,0
2849,1
2850,0
2851,1
2852,1
2853,1
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,1
2861,1
2862,0
2863,0
2864,1
2865,1
2866,0
2867,0
2868,0
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,0
2876,0
2877,0
2878,1
2879,0
2880,0
2881,0
2882,1
2883,1
2884,0
2885,0
2886,0
2887,0
2888,0
2889,1
2890,1
2891,1
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,1
2900,1
2901,0
2902,0
2903,0
2904,1
2905,1
2906,0
2907,0
2908,0
2909,0
2910,1
2911,0
2912,0
2913,0
2914,0
2915,1
2916,0
2917,1
2918,1
2919,1
2920,0
2921,1
2922,1
2923,0
2924,0
2925,1
2926,0
2927,0
2928,0
2929,1
2930,1
2931,0
2932,0
2933,1
2934,0
2935,0
2936,0
2937,0
2938,0
2939,1
2940,0
2941,0
2942,1
2943,1
2944,0
2945,0
2946,0
2947,1
2948,0
2949,0
2950,0
2951,1
2952,0
2953,0
2954,0
2955,1
2956,1
2957,1
2958,1
2959,1
2960,0
2961,0
2962,1
2963,1
2964,1
2965,1
2966,0
2967,0
2968,0
2969,0
2970,0
2971,0
2972,0
2973,1
2974,1
2975,1
2976,0
2977,0
2978,0
2979,1
2980,0
2981,0
2982,0
2983,1
2984,0
2985,0
2986,1
2987,1
2988,1
2989,1
2990,0
2991,1
2992,1
2993,0
2994,1
2995,1
2996,0
2997,0
